,User Name,Heading,Rating,Review
363,Anil Dhaka,Highly recommended,5,GoodREAD MORE
364,Raveendra Chowtipalli,Must buy!,5,Exlent Good quality...READ MORE
365,Bhupesh Patel,Classy product,5,Nice mobileREAD MORE
366,deepak  yadav,Must buy!,5,NiceREAD MORE
367,Ajeet Rana,Worth every penny,5,Mst phone h maza agya sellar 2good best value for moneyREAD MORE
368,Flipkart Customer,Terrific purchase,3,Nice product...READ MORE
369,Badegowda Gm,Fair,2,Better productREAD MORE
370,Dinesh Kumar Gatiyan,Brilliant,5,Overall good as valueREAD MORE
371,Flipkart Customer,Mind-blowing purchase,5,it's product very goodREAD MORE
372,Bhagwat Bhalekar,Wonderful,4,Best performance phone but average camera quality..Camera quality not that expected..READ MORE
373,Ravisankar Y,Best in the market!,5,Awesome one go for itREAD MORE
374,Manish Baghel,Simply awesome,5,Super ProductsREAD MORE
375,Amir Sohel,Worth the money,4,Nice.READ MORE
376,Katroth Thukaram ,Value-for-money,4,Fingerprint sensor very slow overall is betterREAD MORE
377,Rahul Gadwal,Awesome,5,GOOD PRODUCTREAD MORE
378,Bipul Singh,Could be way better,5,Camera quality is not good as 64 mp rangeREAD MORE
379,Flipkart Customer,Must buy!,2,Good product.READ MORE
380,Vikash  Kumar Sharma,Good choice,4,Best mobile phoneREAD MORE
381,SHARIQUE  ZAFAR,Bad quality,4,"Overall average,READ MORE"
382,Flipkart Customer,Really Nice,4,Nice mobileREAD MORE
383,Shreenivas  Chinnakar ,Really Nice,4,GoodREAD MORE
384,Flipkart Customer,Nice product,4,NiceREAD MORE
385,Rambabu Palagani,Worth the money,4,GoodREAD MORE
386,Flipkart Customer,Slightly disappointed,5,Finger print scanner is not workingREAD MORE
387,Rasikbhai Jadav,Good choice,2,GoodREAD MORE
388,Flipkart Customer,Don't waste your money,2,Unwanted sounds come from speaker when notification come. This is problem I face with it.READ MORE
389,Flipkart Customer,Wonderful,1,It is Very smart phoneREAD MORE
390,Flipkart Srinivas,Just okay,3,Some features are not good like display and little bit hanging the mobile I bought recentlyREAD MORE
391,Flipkart Customer,Worst experience ever!,3,Front camera is badREAD MORE
392,manoj  Rout ,Nice,4,GoodREAD MORE
393,Dhananjay Pandey,Good quality product,5,OkREAD MORE
394,Pradeep  Solanki,Super!,5,Its very good mobile and best mobile in this price and delivery time also fantasticREAD MORE
395,Flipkart Customer,Terrific purchase,5,GoodREAD MORE
396,Hussain Basha,Excellent,4,Over all product is superbbREAD MORE
397,Tushar Banik,Pretty good,3,Nice productREAD MORE
398,Flipkart Customer,Just okay,4,Wast productREAD MORE
399,Flipkart Customer,Delightful,1,GoodREAD MORE
400,Flipkart Customer,Terrific purchase,5,Nice product...READ MORE
401,Badegowda Gm,Fair,3,Better productREAD MORE
402,Dinesh Kumar Gatiyan,Brilliant,5,Overall good as valueREAD MORE
403,Flipkart Customer,Mind-blowing purchase,5,it's product very goodREAD MORE
404,Bhagwat Bhalekar,Wonderful,4,Best performance phone but average camera quality..Camera quality not that expected..READ MORE
405,Ravisankar Y,Best in the market!,5,Awesome one go for itREAD MORE
406,Manish Baghel,Simply awesome,5,Super ProductsREAD MORE
407,Amir Sohel,Worth the money,4,Nice.READ MORE
408,Katroth Thukaram ,Value-for-money,4,Fingerprint sensor very slow overall is betterREAD MORE
409,Rahul Gadwal,Awesome,5,GOOD PRODUCTREAD MORE
410,Bipul Singh,Could be way better,5,Camera quality is not good as 64 mp rangeREAD MORE
411,Flipkart Customer,Must buy!,5,Good product.READ MORE
412,SRINIVAS KONAKALLA,Fabulous!,4,Good phone camera quality is low...READ MORE
413,Flipkart Customer,Very Good,4,Gud quoltyREAD MORE
414,Sayanti Dey,Good choice,5,Fast charging is not workingREAD MORE
415,Balvir Chand,Brilliant,3,Nice...READ MORE
416,sushant  kumar ,Bad quality,5,Battarry charger is not goodREAD MORE
417,Amiya Jyoti  Das,Nice,5,Thanks flipkartREAD MORE
418,Akshaya Kumar  Grahachary,Awesome,2,BestREAD MORE
419,Ankur rai,Mind-blowing purchase,2,Good phoneREAD MORE
420,Dasari Kiran,Worthless,5,Mobile performance is too worsted compared with honer mobile IAM using last 3yrs but now change the realme 7i cam quality not good ram speed not good motion sensor too slow cam picture moving too slow I am fully unsatisfied on this purchaseREAD MORE
421,himanshu  chandel,Wonderful,5,niceREAD MORE
422,Pardeep Kumar,Perfect product!,5,Nice mobileREAD MORE
423,shashank upadhyay,Super!,5,Nice product in this range.READ MORE
424,Dhatchina Moorthi,Perfect product!,5,AmazingREAD MORE
425,Flipkart Customer,Just wow!,4,SuperREAD MORE
426,Shubham  Biswas ,Good quality product,4,Grate product.READ MORE
427,Salagala Ramarao,Good choice,5,"Money is more for this ,. GoodREAD MORE"
428,Flipkart Customer,Absolute rubbish!,1,Came is so poor. Don't buy thisREAD MORE
429,Muinuddin,Brilliant,1,Nice mobileREAD MORE
430,Flipkart Customer,Just okay,3,Wast productREAD MORE
431,Flipkart Customer,Delightful,4,GoodREAD MORE
432,Ram  Kumar,Fabulous!,5,Good productREAD MORE
433,DEBANANDA  BUDEK ,Really Nice,4,Not very good but goodREAD MORE
434,jagamohan padhi,Awesome,5,Superb productREAD MORE
435,Sunny Sharma,Awesome,5,Nice mobileREAD MORE
436,Mijanur Rahaman Halder,Mind-blowing purchase,5,It's a great product for middle class family.....READ MORE
437,BANSI PATEL,Classy product,5,Good phone in this priceREAD MORE
438,Subhojyoti Mistry,Does the job,3,Very good productREAD MORE
439,Abhishek Kumar Singh,Useless product,1,Please don't buy this phone because this phone app are not secure specialy phone app in this app we are not save any contact in SIM or phone only save on Gmail and not shown SIM contacts and in this app not secure for calling purpose in this app we have not record any phone call securely when we record the call the other side person is also known the call is recorded so please don't buy this phone and not waste  your money for purchase of this phoneREAD MORE
440,rohit dolui,Very Good,4,Excellent mobile value of maneyREAD MORE
441,Rahul Singh,Awesome,5,"Realme brand is itself more than enough, the best segment phone is 7iREAD MORE"
442,Syed Mazhar,Terrific,5,Very good mobile in very lowest price..save for moneyREAD MORE
443,Sanatana Sahoo,Just wow!,5,I like the product.but colour not satisfied.READ MORE
444,DILLIP  MALLICK,Classy product,5,ExcellentREAD MORE
445,Flipkart Customer,Best in the market!,5,GoodREAD MORE
446,Flipkart Customer,Simply awesome,5,Very nice phoneREAD MORE
447,Flipkart Customer,Really Nice,4,Quality of specifications...READ MORE
448,Mayur Tayade,Best in the market!,5,ExcellentREAD MORE
449,Bubun Manna,Excellent,5,Excellent Mobile in this price rangeREAD MORE
450,Amit  Kujur,Fabulous!,5,Awesome!!!READ MORE
451,Flipkart Customer,Pretty good,4,Worth for cost. Overall good performance.READ MORE
452,Dasari Kiran,Worthless,5,Mobile performance is too worsted compared with honer mobile IAM using last 3yrs but now change the realme 7i cam quality not good ram speed not good motion sensor too slow cam picture moving too slow I am fully unsatisfied on this purchaseREAD MORE
453,himanshu  chandel,Wonderful,5,niceREAD MORE
454,Pardeep Kumar,Perfect product!,5,Nice mobileREAD MORE
455,shashank upadhyay,Super!,5,Nice product in this range.READ MORE
456,Dhatchina Moorthi,Perfect product!,5,AmazingREAD MORE
457,Flipkart Customer,Just wow!,4,SuperREAD MORE
458,Shubham  Biswas ,Good quality product,4,Grate product.READ MORE
459,Salagala Ramarao,Good choice,1,"Money is more for this ,. GoodREAD MORE"
460,Flipkart Customer,Absolute rubbish!,5,Came is so poor. Don't buy thisREAD MORE
461,Muinuddin,Brilliant,4,Nice mobileREAD MORE
462,Uttam  Routh,Worth the money,5,Good productREAD MORE
463,Manju Agarwal,Expected a better product,5,Touch is very poor and not functioning properly.READ MORE
464,M Zubair Khan,Just wow!,4,Best mobileREAD MORE
465,Anbalagan Marudan,Worth every penny,4,Good qualityREAD MORE
466,Mukesh Yadav,Value-for-money,5,Good phone but display is hd+ in 12k Very baadREAD MORE
467,Kavin Ravi,Delightful,3,GoodREAD MORE
468,Flipkart Customer,Excellent,2,GoodREAD MORE
469,Rahul  Kumar,Nice,1,Bad cameraREAD MORE
470,sanjay saini,Awesome,5,Nice phoneREAD MORE
471,Dinesh Das,Good choice,4,GoodREAD MORE
472,rohit dolui,Very Good,4,Excellent mobile value of maneyREAD MORE
473,Rahul Singh,Awesome,5,"Realme brand is itself more than enough, the best segment phone is 7iREAD MORE"
474,Syed Mazhar,Terrific,5,Very good mobile in very lowest price..save for moneyREAD MORE
475,Sanatana Sahoo,Just wow!,5,I like the product.but colour not satisfied.READ MORE
476,DILLIP  MALLICK,Classy product,5,ExcellentREAD MORE
477,Flipkart Customer,Best in the market!,5,GoodREAD MORE
478,Flipkart Customer,Simply awesome,5,Very nice phoneREAD MORE
479,Flipkart Customer,Really Nice,4,Quality of specifications...READ MORE
480,Muinuddin,Awesome,5,Nice mobileREAD MORE
481,Flipkart Customer,Just okay,3,Good Handset.READ MORE
482,Remil Kr,Unsatisfactory,5,Very bad product..Donot buy this one..Issue with charging and battery..Flipkart doesn't provided return. So please donot buyREAD MORE
483,Manish Bhade,Simply awesome,5,deleivery boys nature is best.READ MORE
484,Jagdish  senma ,Super!,5,Nice picREAD MORE
485,Mukesh Kumar Roy,Wonderful,5,Happy dont excitedREAD MORE
486,Vijay Kumar Yadav,Must buy!,4,Very good productLove it.READ MORE
487,Flipkart Customer,Value-for-money,4,Good mobile camera is good .READ MORE
488,Pritam Sarkar,Delightful,5,NiceREAD MORE
489,Sohan Yaduvanshi,Highly recommended,1,"Awesome , product camera is so classic and battery is so long lastingREAD MORE"
490,Flipkart Customer,Just wow!,5,NiceREAD MORE
491,Basukinath Dey,Terrific purchase,5,Better for girls..READ MORE
492,Aadi Verma ,Terrific purchase,5,GoodREAD MORE
493,Flipkart Customer,Fabulous!,5,AwesomeREAD MORE
494,supriya chakri,Utterly Disappointed,5,Performance is not goodREAD MORE
495,Sujata Gawale,Just wow!,5,Good productREAD MORE
496,PRASAD MANTE,Excellent,4,ExcellentREAD MORE
497,sawan,Nice product,4,Price should be around 10k and camera is not as per the expectations. Could have been much betterREAD MORE
498,Narinder Kumar,Pretty good,5,Nice phone.READ MORE
499,Flipkart Customer,Super!,1,Nice phoneREAD MORE
500,Flipkart Customer,Very poor,5,"Bought it for friend, speaker not working and Flipkart rejected return. Don't buy China phones. You get no guarantee.READ MORE"
501,Himanshu Raghav,Awesome,5,Loved itREAD MORE
502,Sanjay Malge,Must buy!,3,SuperREAD MORE
503,Kundan Yadav,Does the job,5,Camera is not like a 64mp ...READ MORE
504,Flipkart Customer,Classy product,5,NiceREAD MORE
505,kumar simant,Super!,5,Excellent in this budgetREAD MORE
506,Flipkart Customer,Great product,4,Nice product.READ MORE
507,RAJA MOHAMED,Nice product,4,Nice oneREAD MORE
508,Flipkart Customer,Pretty good,5,I write review after one months Actually if you want smooth high graphic without heating then you can buy this phone  if you playing game it is not heating like poco. So you decide it Battery 5of5 display 5 of 5 gaming 4of 5READ MORE
509,Abhishek Kumar,Classy product,1,NiceREAD MORE
